gene_id	protein_id	gene_symbol	product
gene-ACSAL1_RS10930	WP_003153363.1		peptidylprolyl isomerase
gene-ACSAL1_RS10935	WP_022553018.1		DUF1002 domain-containing protein
gene-ACSAL1_RS10940	WP_012117893.1	lysA	diaminopimelate decarboxylase
gene-ACSAL1_RS10945	WP_209387399.1		spore germination protein
gene-ACSAL1_RS10950	WP_087920769.1	spoVAEA	stage V sporulation protein SpoVABEA
gene-ACSAL1_RS10955	WP_007409415.1	spoVAE	stage V sporulation protein AE
gene-ACSAL1_RS10960	WP_209387400.1	spoVAD	stage V sporulation protein AD
gene-ACSAL1_RS10965	WP_007612334.1	spoVAC	stage V sporulation protein AC
gene-ACSAL1_RS10970	WP_014418289.1		stage V sporulation protein AB
gene-ACSAL1_RS10975	WP_007409412.1		stage V sporulation protein AA
gene-ACSAL1_RS10980	WP_003153348.1	sigF	RNA polymerase sporulation sigma factor SigF
gene-ACSAL1_RS10985	WP_003153347.1	spoIIAB	anti-sigma F factor
gene-ACSAL1_RS10990	WP_007409411.1	spoIIAA	anti-sigma F factor antagonist
gene-ACSAL1_RS10995	WP_021494259.1		D-alanyl-D-alanine carboxypeptidase family protein
gene-ACSAL1_RS11000	WP_209387401.1		purine-nucleoside phosphorylase
gene-ACSAL1_RS11005	WP_015417748.1	deoB	phosphopentomutase
gene-ACSAL1_RS11010	WP_007612347.1	xerD	site-specific tyrosine recombinase XerD
gene-ACSAL1_RS11015	WP_003153331.1		YqzK family protein
gene-ACSAL1_RS11020	WP_003153330.1	fur	ferric iron uptake transcriptional regulator
gene-ACSAL1_RS11025	WP_007409404.1	spoIIM	stage II sporulation protein M
gene-ACSAL1_RS11030	WP_029973632.1		hypothetical protein
gene-ACSAL1_RS11035	WP_003153325.1		hypothetical protein
gene-ACSAL1_RS11040	WP_070082058.1		NAD-dependent malic enzyme
gene-ACSAL1_RS11045	WP_021494261.1	nhaC	Na+/H+ antiporter NhaC
gene-ACSAL1_RS11050	WP_003153322.1	aspA	aspartate ammonia-lyase
gene-ACSAL1_RS11055	WP_003153321.1		type I asparaginase
gene-ACSAL1_RS11060	WP_209387402.1		helix-turn-helix domain-containing protein
gene-ACSAL1_RS11065	WP_209388346.1		TIGR00375 family protein
gene-ACSAL1_RS11070	WP_003153317.1		NUDIX hydrolase
gene-ACSAL1_RS11075	WP_003153315.1	mciZ	Z-ring formation inhibitor MciZ
gene-ACSAL1_RS11080	WP_025649814.1		aldo/keto reductase
gene-ACSAL1_RS11085	WP_007409396.1		YqkE family protein
gene-ACSAL1_RS11090	WP_100262133.1		alpha/beta hydrolase
gene-ACSAL1_RS11095	WP_003153307.1		DUF2552 family protein
gene-ACSAL1_RS11100	WP_014305346.1		iron-sulfur cluster biosynthesis family protein
gene-ACSAL1_RS11105			GNAT family N-acetyltransferase
gene-ACSAL1_RS11110	WP_007409393.1		antibiotic biosynthesis monooxygenase family protein
gene-ACSAL1_RS11115	WP_012117908.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS11120	WP_103526777.1		DNA polymerase IV
gene-ACSAL1_RS11125	WP_014418300.1		YolD-like family protein
gene-ACSAL1_RS11130	WP_209388347.1		YqzH family protein
gene-ACSAL1_RS11135	WP_014418301.1		AI-2E family transporter
gene-ACSAL1_RS11140	WP_129091129.1		DUF4083 family protein
gene-ACSAL1_RS11145	WP_025649819.1		VOC family protein
gene-ACSAL1_RS11150	WP_003153290.1	coaA	type I pantothenate kinase
gene-ACSAL1_RS11155	WP_209387403.1	dsdA	D-serine ammonia-lyase
gene-ACSAL1_RS11160	WP_017418085.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS11165	WP_209387404.1		MBL fold metallo-hydrolase
gene-ACSAL1_RS11170	WP_209387405.1	proC	pyrroline-5-carboxylate reductase
gene-ACSAL1_RS11175	WP_022553005.1		polyketide synthase
gene-ACSAL1_RS11180	WP_007409381.1		hydroxymethylglutaryl-CoA synthase family protein
gene-ACSAL1_RS11185	WP_077722559.1		cytochrome P450
gene-ACSAL1_RS11190	WP_209387406.1		beta-ketoacyl synthase N-terminal-like domain-containing protein
gene-ACSAL1_RS11195	WP_209387407.1		type I polyketide synthase
gene-ACSAL1_RS11200	WP_209387408.1		type I polyketide synthase
gene-ACSAL1_RS11205	WP_209387409.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS11210	WP_209387410.1		type I polyketide synthase
gene-ACSAL1_RS11215	WP_209387411.1		type I polyketide synthase
gene-ACSAL1_RS11220	WP_209387412.1		type I polyketide synthase
gene-ACSAL1_RS11225	WP_014418315.1		SDR family oxidoreductase
gene-ACSAL1_RS11230	WP_209387413.1		long-chain fatty acid--CoA ligase
gene-ACSAL1_RS11235	WP_003153264.1		acyl carrier protein
gene-ACSAL1_RS11240	WP_209387414.1		LnmK family bifunctional acyltransferase/decarboxylase
gene-ACSAL1_RS11245	WP_209387415.1	fabD	ACP S-malonyltransferase
gene-ACSAL1_RS11250	WP_022552995.1	loaP	antiterminator LoaP
gene-ACSAL1_RS11255	WP_233499541.1		cupin domain-containing protein
gene-ACSAL1_RS11260	WP_012117931.1		LysR family transcriptional regulator
gene-ACSAL1_RS11265	WP_071181835.1		GlpM family protein
gene-ACSAL1_RS11270	WP_003153250.1	namA	NADPH dehydrogenase NamA
gene-ACSAL1_RS11275	WP_014418323.1		alpha/beta fold hydrolase
gene-ACSAL1_RS11280	WP_003153246.1	rpmG	50S ribosomal protein L33
gene-ACSAL1_RS11285	WP_209387416.1	rnz	ribonuclease Z
gene-ACSAL1_RS11290	WP_012117935.1	zwf	glucose-6-phosphate dehydrogenase
gene-ACSAL1_RS11295	WP_003153241.1	gndA	NADP-dependent phosphogluconate dehydrogenase
gene-ACSAL1_RS11300	WP_029973901.1		DNA polymerase IV
gene-ACSAL1_RS11305	WP_014418326.1		hypothetical protein
gene-ACSAL1_RS11310	WP_007408393.1		membrane protein insertase YidC
gene-ACSAL1_RS11315	WP_003153237.1		tripeptidase T
gene-ACSAL1_RS11320	WP_481748174.1		acyl-CoA carboxylase subunit beta
gene-ACSAL1_RS11325	WP_100261891.1	mce	methylmalonyl-CoA epimerase
gene-ACSAL1_RS11330	WP_007408390.1	prli42	stressosome-associated protein Prli42
gene-ACSAL1_RS11335	WP_014418329.1		L%2CD-transpeptidase
gene-ACSAL1_RS11340	WP_007408388.1		aromatic acid exporter family protein
gene-ACSAL1_RS11345	WP_003153229.1	artM	arginine ABC transporter ATP-binding protein ArtM
gene-ACSAL1_RS11350	WP_003153227.1	artQ	arginine ABC transporter permease ArtQ
gene-ACSAL1_RS11355	WP_015240174.1	artP	arginine ABC transporter substrate-binding protein ArtP
gene-ACSAL1_RS11360	WP_015417784.1	brxB	bacilliredoxin BrxB
gene-ACSAL1_RS11365	WP_022552989.1		YegS/Rv2252/BmrU family lipid kinase
gene-ACSAL1_RS11370	WP_209387417.1		dihydrolipoamide acetyltransferase family protein
gene-ACSAL1_RS11375	WP_209387418.1	bfmBAB	3-methyl-2-oxobutanoate dehydrogenase subunit beta
gene-ACSAL1_RS11380	WP_209387419.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha
gene-ACSAL1_RS11385	WP_014418337.1	lpdA	dihydrolipoyl dehydrogenase
gene-ACSAL1_RS11390	WP_095061001.1	buk	butyrate kinase
gene-ACSAL1_RS11395	WP_007612452.1	bcd	branched-chain amino acid dehydrogenase
gene-ACSAL1_RS11400	WP_014418338.1	yqiS	phosphate butyryltransferase
gene-ACSAL1_RS11405	WP_021494294.1		sigma-54 interaction domain-containing protein
gene-ACSAL1_RS11410	WP_014418340.1		DUF2627 domain-containing protein
gene-ACSAL1_RS11415	WP_022552985.1	prpB	methylisocitrate lyase
gene-ACSAL1_RS11420	WP_162495990.1		bifunctional 2-methylcitrate dehydratase/aconitate hydratase
gene-ACSAL1_RS11425	WP_209387420.1	mmgD	citrate synthase
gene-ACSAL1_RS11430	WP_014418343.1		acyl-CoA dehydrogenase
gene-ACSAL1_RS11435	WP_061862380.1		3-hydroxybutyryl-CoA dehydrogenase
gene-ACSAL1_RS11440	WP_209387421.1		acetyl-CoA C-acetyltransferase
gene-ACSAL1_RS11445	WP_015240188.1		glycerophosphodiester phosphodiesterase
gene-ACSAL1_RS11450	WP_017418119.1		N-acetylmuramoyl-L-alanine amidase family protein
gene-ACSAL1_RS11455	WP_014721488.1		hypothetical protein
gene-ACSAL1_RS11460	WP_209387422.1	ytaF	sporulation membrane protein YtaF
gene-ACSAL1_RS11465	WP_014418348.1		helix-turn-helix domain-containing protein
gene-ACSAL1_RS11470	WP_014470646.1		hypothetical protein
gene-ACSAL1_RS11475	WP_032863662.1		NADH-dependent flavin oxidoreductase
gene-ACSAL1_RS11480	WP_029973891.1		spore germination protein
gene-ACSAL1_RS11485	WP_014418351.1		spore germination protein
gene-ACSAL1_RS11490	WP_017418123.1	alr	alanine racemase
gene-ACSAL1_RS11495	WP_003153177.1	spo0A	sporulation transcription factor Spo0A
gene-ACSAL1_RS11500	WP_209387423.1	spoIVB	SpoIVB peptidase
gene-ACSAL1_RS11505	WP_007408359.1	recN	DNA repair protein RecN
gene-ACSAL1_RS11510	WP_003153173.1	ahrC	transcriptional regulator AhrC/ArgR
gene-ACSAL1_RS11515	WP_209387424.1		TlyA family RNA methyltransferase
gene-ACSAL1_RS11520	WP_022552977.1	dxs	1-deoxy-D-xylulose-5-phosphate synthase
gene-ACSAL1_RS11525	WP_007408353.1		polyprenyl synthetase family protein
gene-ACSAL1_RS11530	WP_007408352.1		exodeoxyribonuclease VII small subunit
gene-ACSAL1_RS11535	WP_007408351.1	xseA	exodeoxyribonuclease VII large subunit
gene-ACSAL1_RS11540	WP_007408350.1	folD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
gene-ACSAL1_RS11545	WP_007408349.1	nusB	transcription antitermination factor NusB
gene-ACSAL1_RS11550	WP_003153156.1		Asp23/Gls24 family envelope stress response protein
gene-ACSAL1_RS11555	WP_007408348.1	accC	acetyl-CoA carboxylase biotin carboxylase subunit
gene-ACSAL1_RS11560	WP_007612510.1	accB	acetyl-CoA carboxylase biotin carboxyl carrier protein
gene-ACSAL1_RS11565	WP_007408346.1		SpoIIIAH-like family protein
gene-ACSAL1_RS11570	WP_014418358.1	spoIIIAG	stage III sporulation protein AG
gene-ACSAL1_RS11575	WP_003153146.1	spoIIIAF	stage III sporulation protein AF
gene-ACSAL1_RS11580	WP_003153145.1	spoIIIAE	stage III sporulation protein AE
gene-ACSAL1_RS11585	WP_071392571.1	spoIIIAD	stage III sporulation protein AD
gene-ACSAL1_RS11590	WP_003153142.1	spoIIIAC	stage III sporulation protein AC
gene-ACSAL1_RS11595	WP_007408343.1	spoIIIAB	stage III sporulation protein SpoIIIAB
gene-ACSAL1_RS11600	WP_209387425.1	spoIIIAA	stage III sporulation protein AA
gene-ACSAL1_RS11605	WP_003153124.1		YqhV family protein
gene-ACSAL1_RS11610	WP_003153123.1	efp	elongation factor P
gene-ACSAL1_RS11615	WP_209387426.1		M24 family metallopeptidase
gene-ACSAL1_RS11620	WP_014418362.1		YqhR family membrane protein
gene-ACSAL1_RS11625	WP_209387427.1		DUF1385 domain-containing protein
gene-ACSAL1_RS11630	WP_007408340.1		SA1362 family protein
gene-ACSAL1_RS11635	WP_003153118.1		patatin-like phospholipase family protein
gene-ACSAL1_RS11640	WP_007408338.1	mntR	transcriptional regulator MntR
gene-ACSAL1_RS11645	WP_003153114.1		lipoate--protein ligase family protein
gene-ACSAL1_RS11650	WP_007408335.1		rhodanese-like domain-containing protein
gene-ACSAL1_RS11655	WP_022552970.1	gcvPB	aminomethyl-transferring glycine dehydrogenase subunit GcvPB
gene-ACSAL1_RS11660	WP_209387428.1	gcvPA	aminomethyl-transferring glycine dehydrogenase subunit GcvPA
gene-ACSAL1_RS11665	WP_209388349.1	gcvT	glycine cleavage system aminomethyltransferase GcvT
gene-ACSAL1_RS11670	WP_209387429.1		DEAD/DEAH box helicase
gene-ACSAL1_RS11675	WP_014418368.1		YqhG family protein
gene-ACSAL1_RS11680	WP_014418369.1	sinI	anti-repressor SinI
gene-ACSAL1_RS11685	WP_003153104.1	sinR	transcriptional regulator SinR
gene-ACSAL1_RS11690	WP_007408329.1	tasA	biofilm matrix protein TasA
gene-ACSAL1_RS11695	WP_003153100.1	sipW	signal peptidase I SipW
gene-ACSAL1_RS11700	WP_209387430.1	tapA	amyloid fiber anchoring/assembly protein TapA
gene-ACSAL1_RS11705	WP_012117979.1		DUF3889 domain-containing protein
gene-ACSAL1_RS11710	WP_003153093.1		YqzE family protein
gene-ACSAL1_RS11715	WP_095272391.1	comGG	competence type IV pilus minor pilin ComGG
gene-ACSAL1_RS11720	WP_021494311.1	comGF	competence type IV pilus minor pilin ComGF
gene-ACSAL1_RS11725	WP_017418140.1	comGE	competence type IV pilus minor pilin ComGE
gene-ACSAL1_RS11730	WP_209387431.1	comGD	competence type IV pilus minor pilin ComGD
gene-ACSAL1_RS11735	WP_014418376.1	comGC	competence type IV pilus major pilin ComGC
gene-ACSAL1_RS11740	WP_014418377.1	comGB	competence type IV pilus assembly protein ComGB
gene-ACSAL1_RS11745	WP_209387432.1	comGA	competence type IV pilus ATPase ComGA
gene-ACSAL1_RS11750	WP_014418379.1		magnesium transporter CorA family protein
gene-ACSAL1_RS11755	WP_209387433.1		hemolysin family protein
gene-ACSAL1_RS11760	WP_209387434.1		STAS domain-containing protein
gene-ACSAL1_RS11770	WP_003153079.1		Spx/MgsR family RNA polymerase-binding regulatory protein
gene-ACSAL1_RS11775	WP_003153078.1		DUF2626 domain-containing protein
gene-ACSAL1_RS11780	WP_017418145.1		MBL fold metallo-hydrolase
gene-ACSAL1_RS11785	WP_003153076.1		DUF2759 domain-containing protein
gene-ACSAL1_RS11790	WP_003153073.1		MTH1187 family thiamine-binding protein
gene-ACSAL1_RS11795	WP_209387435.1		YqgU-like beta propeller domain-containing protein
gene-ACSAL1_RS11800	WP_209387436.1		M14 family metallopeptidase
gene-ACSAL1_RS11805	WP_014418385.1	glcK	glucose kinase GlcK
gene-ACSAL1_RS11810	WP_007408313.1		YqgQ family protein
gene-ACSAL1_RS11815	WP_209387437.1	nhaC	Na+/H+ antiporter NhaC
gene-ACSAL1_RS11820	WP_007408311.1		hypothetical protein
gene-ACSAL1_RS11825	WP_017418150.1		5-formyltetrahydrofolate cyclo-ligase
gene-ACSAL1_RS11830	WP_003153056.1	rpmG	50S ribosomal protein L33
gene-ACSAL1_RS11835	WP_003153047.1		hypothetical protein
gene-ACSAL1_RS11840	WP_022552954.1		endolytic transglycosylase MltG
gene-ACSAL1_RS11845	WP_209387438.1	pstB	phosphate ABC transporter ATP-binding protein PstB
gene-ACSAL1_RS11850	WP_095272408.1	pstB	phosphate ABC transporter ATP-binding protein PstB
gene-ACSAL1_RS11855	WP_209387439.1	pstA	phosphate ABC transporter permease PstA
gene-ACSAL1_RS11860	WP_209387440.1	pstC	phosphate ABC transporter permease subunit PstC
gene-ACSAL1_RS11865	WP_007408304.1		phosphate ABC transporter substrate-binding protein
gene-ACSAL1_RS11870	WP_095272412.1	pbpA	penicillin-binding protein 2A
gene-ACSAL1_RS11875	WP_012118002.1		MFS transporter
gene-ACSAL1_RS11880	WP_003153025.1	sodA	superoxide dismutase SodA
gene-ACSAL1_RS11885	WP_014418393.1		DUF456 domain-containing protein
gene-ACSAL1_RS11890	WP_014418394.1		DUF1189 domain-containing protein
gene-ACSAL1_RS11895	WP_003153022.1		LysM peptidoglycan-binding domain-containing protein
gene-ACSAL1_RS11900	WP_170616544.1	ispG	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
gene-ACSAL1_RS11905	WP_087920773.1		DUF308 domain-containing protein
gene-ACSAL1_RS11910	WP_007408297.1		nucleotidase
gene-ACSAL1_RS11915	WP_003153018.1	zur	zinc uptake transcriptional repressor Zur
gene-ACSAL1_RS11920	WP_007408296.1		YitT family protein
gene-ACSAL1_RS11925	WP_014418397.1		DUF2624 domain-containing protein
gene-ACSAL1_RS11930	WP_014418398.1		deoxyribonuclease IV
gene-ACSAL1_RS11935	WP_015417834.1		DEAD/DEAH box helicase
gene-ACSAL1_RS11940	WP_209387441.1	vrrA	VrrA/YqfQ family protein
gene-ACSAL1_RS11945	WP_029973409.1		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
gene-ACSAL1_RS11950	WP_095272426.1		Nif3-like dinuclear metal center hexameric protein
gene-ACSAL1_RS11955	WP_032860295.1		tRNA (adenine(22)-N(1))-methyltransferase
gene-ACSAL1_RS11960	WP_003152999.1	cccA	cytochrome c550
gene-ACSAL1_RS11965	WP_003152998.1	rpoD	RNA polymerase sigma factor RpoD
gene-ACSAL1_RS11970	WP_007408290.1	dnaG	DNA primase
gene-ACSAL1_RS11975	WP_014418404.1		YaiI/YqxD family protein
gene-ACSAL1_RS11980	WP_017418169.1		pyruvate%2C water dikinase regulatory protein
gene-ACSAL1_RS11985	WP_003152989.1	ccpN	transcriptional regulator CcpN
gene-ACSAL1_RS11990	WP_209387442.1	glyS	glycine--tRNA ligase subunit beta
gene-ACSAL1_RS11995	WP_003152984.1	glyQ	glycine--tRNA ligase subunit alpha
gene-ACSAL1_RS12000	WP_007408287.1	recO	DNA repair protein RecO
gene-ACSAL1_RS12005	WP_007408286.1		YqzL family protein
gene-ACSAL1_RS12010	WP_007408285.1	era	GTPase Era
gene-ACSAL1_RS12015	WP_017418172.1		cytidine deaminase
gene-ACSAL1_RS12020	WP_209388350.1		diacylglycerol kinase family protein
gene-ACSAL1_RS12025	WP_209387443.1	ybeY	rRNA maturation RNase YbeY
gene-ACSAL1_RS12030	WP_014418406.1		HD family phosphohydrolase
gene-ACSAL1_RS12035	WP_007408283.1		PhoH family protein
gene-ACSAL1_RS12040		yqfD	sporulation protein YqfD
gene-ACSAL1_RS12045	WP_003152966.1	yqfC	sporulation protein YqfC
gene-ACSAL1_RS12050	WP_014418408.1		hypothetical protein
gene-ACSAL1_RS12055	WP_014418409.1	floA	flotillin-like protein FloA
gene-ACSAL1_RS12060	WP_022552942.1		NfeD family protein
gene-ACSAL1_RS12065	WP_209387444.1		GatB/YqeY domain-containing protein
gene-ACSAL1_RS12070	WP_003152957.1	rpsU	30S ribosomal protein S21
gene-ACSAL1_RS12075	WP_209387445.1		Na/Pi symporter
gene-ACSAL1_RS12080	WP_014305444.1	mtaB	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB
gene-ACSAL1_RS12085	WP_095272432.1		16S rRNA (uracil(1498)-N(3))-methyltransferase
gene-ACSAL1_RS12090	WP_014418413.1	prmA	50S ribosomal protein L11 methyltransferase
gene-ACSAL1_RS12095	WP_003152895.1	dnaJ	molecular chaperone DnaJ
gene-ACSAL1_RS12100	WP_007408273.1	dnaK	molecular chaperone DnaK
gene-ACSAL1_RS12105	WP_003152892.1	grpE	nucleotide exchange factor GrpE
gene-ACSAL1_RS12110	WP_003152889.1	hrcA	heat-inducible transcriptional repressor HrcA
gene-ACSAL1_RS12115	WP_022552937.1	hemW	radical SAM family heme chaperone HemW
gene-ACSAL1_RS12120	WP_014418416.1	lepA	translation elongation factor 4
gene-ACSAL1_RS12125	WP_007408270.1		YqxA family protein
gene-ACSAL1_RS12130	WP_007612673.1	spoIIP	stage II sporulation protein P
gene-ACSAL1_RS12135	WP_072176720.1	gpr	GPR endopeptidase
gene-ACSAL1_RS12140	WP_003152876.1	rpsT	30S ribosomal protein S20
gene-ACSAL1_RS12145		holA	DNA polymerase III subunit delta
gene-ACSAL1_RS12150			hypothetical protein
gene-ACSAL1_RS12155	WP_003152870.1		YqzM family protein
gene-ACSAL1_RS12160	WP_209387446.1		DNA internalization-related competence protein ComEC/Rec2
gene-ACSAL1_RS12165	WP_003152868.1		ComE operon protein 2
gene-ACSAL1_RS12170	WP_121984384.1		helix-hairpin-helix domain-containing protein
gene-ACSAL1_RS12175	WP_012118027.1	comER	late competence protein ComER
gene-ACSAL1_RS12180	WP_015417856.1		class I SAM-dependent DNA methyltransferase
gene-ACSAL1_RS12185	WP_007408260.1	rsfS	ribosome silencing factor
gene-ACSAL1_RS12190	WP_014418422.1	yqeK	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK
gene-ACSAL1_RS12195	WP_007408258.1		nicotinate-nucleotide adenylyltransferase
gene-ACSAL1_RS12200	WP_209387447.1	yhbY	ribosome assembly RNA-binding protein YhbY
gene-ACSAL1_RS12205	WP_003152856.1	aroE	shikimate dehydrogenase
gene-ACSAL1_RS12210	WP_014418423.1	yqeH	ribosome biogenesis GTPase YqeH
gene-ACSAL1_RS12215	WP_007408254.1		YqeG family HAD IIIA-type phosphatase
gene-ACSAL1_RS12220	WP_014418425.1	sda	sporulation histidine kinase inhibitor Sda
gene-ACSAL1_RS12225	WP_003152848.1		hypothetical protein
gene-ACSAL1_RS12230	WP_209387448.1		SGNH/GDSL hydrolase family protein
gene-ACSAL1_RS12235	WP_007612700.1		polysaccharide deacetylase family protein
gene-ACSAL1_RS12240	WP_209388351.1		TVP38/TMEM64 family protein
gene-ACSAL1_RS12245	WP_209387449.1		MFS transporter
gene-ACSAL1_RS12250	WP_014418430.1	sigK	RNA polymerase sporulation sigma factor SigK
gene-ACSAL1_RS12255	WP_209387450.1		AraC family transcriptional regulator
gene-ACSAL1_RS12260			ImmA/IrrE family metallo-endopeptidase
gene-ACSAL1_RS12265			sigma-70 family RNA polymerase sigma factor
gene-ACSAL1_RS12270	WP_209387451.1		sialate O-acetylesterase
gene-ACSAL1_RS12275	WP_021494341.1		PadR family transcriptional regulator
gene-ACSAL1_RS12280	WP_007612715.1		AraC family transcriptional regulator
gene-ACSAL1_RS12285	WP_209388353.1		LysR family transcriptional regulator
gene-ACSAL1_RS12290	WP_209387452.1		APC family permease
gene-ACSAL1_RS12295	WP_209387453.1		hypothetical protein
gene-ACSAL1_RS12300	WP_209387454.1	tet	Tet(L)/Tet(K)/Tet(45) family tetracycline efflux MFS transporter
gene-ACSAL1_RS12305	WP_134816631.1		tetracycline resistance efflux system leader peptide
gene-ACSAL1_RS12310	WP_209388354.1	satA	streptothricin N-acetyltransferase SatA
gene-ACSAL1_RS12315	WP_003152812.1		DinB family protein
gene-ACSAL1_RS12320	WP_209387455.1		DUF2651 family protein
gene-ACSAL1_RS12325	WP_014418447.1		HAD-IIB family hydrolase
gene-ACSAL1_RS12330			Cof-type HAD-IIB family hydrolase
gene-ACSAL1_RS12335	WP_007612737.1		MurR/RpiR family transcriptional regulator
gene-ACSAL1_RS12340	WP_209387456.1	manA	mannose-6-phosphate isomerase%2C class I
gene-ACSAL1_RS12345	WP_061862415.1		fructose-specific PTS transporter subunit EIIC
gene-ACSAL1_RS12350	WP_209387457.1	manR	mannose transport/utilization transcriptional regulator ManR
gene-ACSAL1_RS12355	WP_209387458.1		MBL fold metallo-hydrolase
gene-ACSAL1_RS12360		ybaK	Cys-tRNA(Pro) deacylase
gene-ACSAL1_RS12365	WP_007408231.1		LysR family transcriptional regulator
gene-ACSAL1_RS12370	WP_104842705.1		MFS transporter
gene-ACSAL1_RS12375	WP_209387459.1		bifunctional cytochrome P450/NADPH--P450 reductase
gene-ACSAL1_RS12380	WP_072177473.1		TetR/AcrR family transcriptional regulator
