gene_id	protein_id	gene_symbol	product
gene-ACZ0AN_RS12725	WP_023855963.1		sensor histidine kinase
gene-ACZ0AN_RS12730	WP_025811198.1		response regulator transcription factor
gene-ACZ0AN_RS12735	WP_463315564.1	bacC	bacitracin non-ribosomal peptide synthetase BacC
gene-ACZ0AN_RS12740	WP_249727324.1	bacB	bacitracin non-ribosomal peptide synthetase BacB
gene-ACZ0AN_RS12745	WP_463315565.1	bacA	bacitracin non-ribosomal peptide synthetase BacA
gene-ACZ0AN_RS12750	WP_048350172.1		thioesterase II family protein
gene-ACZ0AN_RS12755	WP_020452081.1		MFS transporter
gene-ACZ0AN_RS12760	WP_041817455.1		DUF3189 family protein
gene-ACZ0AN_RS12765	WP_080646604.1		poly-gamma-glutamate hydrolase family protein
gene-ACZ0AN_RS12770	WP_050821076.1		hypothetical protein
gene-ACZ0AN_RS12775	WP_154495338.1		hypothetical protein
gene-ACZ0AN_RS12780	WP_048350171.1		response regulator aspartate phosphatase
gene-ACZ0AN_RS12785	WP_075752468.1		MFS transporter
gene-ACZ0AN_RS12790	WP_048350170.1		hypothetical protein
gene-ACZ0AN_RS12795	WP_419762504.1		Rok-like winged helix domain-containing protein
gene-ACZ0AN_RS12800	WP_463315566.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACZ0AN_RS12805	WP_041817457.1		MBL fold metallo-hydrolase
gene-ACZ0AN_RS12810	WP_197407164.1	proC	pyrroline-5-carboxylate reductase
gene-ACZ0AN_RS12815	WP_197407165.1		M20/M25/M40 family metallo-hydrolase
gene-ACZ0AN_RS12820	WP_116758571.1	namA	NADPH dehydrogenase NamA
gene-ACZ0AN_RS12825	WP_145654050.1		alpha/beta fold hydrolase
gene-ACZ0AN_RS12830	WP_003183271.1	rpmG	50S ribosomal protein L33
gene-ACZ0AN_RS12835	WP_023855140.1	rnz	ribonuclease Z
gene-ACZ0AN_RS12840	WP_031304722.1	zwf	glucose-6-phosphate dehydrogenase
gene-ACZ0AN_RS12845	WP_023855141.1		TRAP transporter permease
gene-ACZ0AN_RS12850	WP_020452093.1		DUF1850 domain-containing protein
gene-ACZ0AN_RS12855	WP_043054388.1		TAXI family TRAP transporter solute-binding subunit
gene-ACZ0AN_RS12860	WP_020452095.1		GntR family transcriptional regulator
gene-ACZ0AN_RS12865	WP_020452096.1		glycoside hydrolase family 1 protein
gene-ACZ0AN_RS12870	WP_025811184.1	celB	PTS cellobiose transporter subunit IIC
gene-ACZ0AN_RS12875	WP_023855146.1		PTS lactose/cellobiose transporter subunit IIA
gene-ACZ0AN_RS12880	WP_020452099.1		PTS sugar transporter subunit IIB
gene-ACZ0AN_RS12885	WP_020452100.1		alkaline phosphatase
gene-ACZ0AN_RS12890	WP_020452101.1		SDR family oxidoreductase
gene-ACZ0AN_RS12895	WP_020452102.1	gndA	NADP-dependent phosphogluconate dehydrogenase
gene-ACZ0AN_RS12900	WP_020452103.1		DNA polymerase IV
gene-ACZ0AN_RS12905	WP_020452104.1		hypothetical protein
gene-ACZ0AN_RS12910	WP_229078641.1		membrane protein insertase YidC
gene-ACZ0AN_RS12915	WP_020452106.1		tripeptidase T
gene-ACZ0AN_RS12920	WP_020452107.1		acyl-CoA carboxylase subunit beta
gene-ACZ0AN_RS12925	WP_230368212.1	prli42	stressosome-associated protein Prli42
gene-ACZ0AN_RS12930	WP_020452108.1		aromatic acid exporter family protein
gene-ACZ0AN_RS12935	WP_463315567.1		amino acid ABC transporter ATP-binding protein
gene-ACZ0AN_RS12940	WP_020452110.1		amino acid ABC transporter permease
gene-ACZ0AN_RS12945	WP_023855152.1		transporter substrate-binding domain-containing protein
gene-ACZ0AN_RS12950	WP_003183325.1		BrxA/BrxB family bacilliredoxin
gene-ACZ0AN_RS12955	WP_065643276.1		YegS/Rv2252/BmrU family lipid kinase
gene-ACZ0AN_RS12960	WP_025811177.1		dihydrolipoamide acetyltransferase family protein
gene-ACZ0AN_RS12965	WP_026579328.1		alpha-ketoacid dehydrogenase subunit beta
gene-ACZ0AN_RS12970	WP_020452115.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha
gene-ACZ0AN_RS12975	WP_020452116.1	lpdA	dihydrolipoyl dehydrogenase
gene-ACZ0AN_RS12980	WP_463315568.1	buk	butyrate kinase
gene-ACZ0AN_RS12985	WP_020452118.1	bcd	branched-chain amino acid dehydrogenase
gene-ACZ0AN_RS12990	WP_023855157.1	yqiS	phosphate butyryltransferase
gene-ACZ0AN_RS12995	WP_463315717.1		sigma 54-interacting transcriptional regulator
gene-ACZ0AN_RS13000	WP_020452121.1		DUF2627 domain-containing protein
gene-ACZ0AN_RS13005	WP_025811173.1		glycerophosphodiester phosphodiesterase
gene-ACZ0AN_RS13010	WP_020452123.1		N-acetylmuramoyl-L-alanine amidase family protein
gene-ACZ0AN_RS13015	WP_025811172.1		membrane lipoprotein lipid attachment site-containing protein
gene-ACZ0AN_RS13020	WP_020452125.1		serine O-acetyltransferase
gene-ACZ0AN_RS13025	WP_020452126.1		antimicrobial peptide LCI
gene-ACZ0AN_RS13030	WP_463315569.1	spo0A	sporulation transcription factor Spo0A
gene-ACZ0AN_RS13035	WP_031304732.1	spoIVB	SpoIVB peptidase
gene-ACZ0AN_RS13040	WP_079289196.1	recN	DNA repair protein RecN
gene-ACZ0AN_RS13045	WP_020452129.1	ahrC	transcriptional regulator AhrC/ArgR
gene-ACZ0AN_RS13050	WP_020452130.1		TlyA family RNA methyltransferase
gene-ACZ0AN_RS13055	WP_023855166.1	dxs	1-deoxy-D-xylulose-5-phosphate synthase
gene-ACZ0AN_RS13060	WP_020452132.1		polyprenyl synthetase family protein
gene-ACZ0AN_RS13065	WP_020452133.1		exodeoxyribonuclease VII small subunit
gene-ACZ0AN_RS13070	WP_020452134.1	xseA	exodeoxyribonuclease VII large subunit
gene-ACZ0AN_RS13075	WP_020452135.1	folD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
gene-ACZ0AN_RS13080	WP_020452136.1	nusB	transcription antitermination factor NusB
gene-ACZ0AN_RS13085	WP_031304734.1		Asp23/Gls24 family envelope stress response protein
gene-ACZ0AN_RS13090	WP_020452138.1	accC	acetyl-CoA carboxylase biotin carboxylase subunit
gene-ACZ0AN_RS13095	WP_025811170.1	accB	acetyl-CoA carboxylase biotin carboxyl carrier protein
gene-ACZ0AN_RS13100	WP_025811169.1		SpoIIIAH-like family protein
gene-ACZ0AN_RS13105	WP_020452141.1	spoIIIAG	stage III sporulation protein AG
gene-ACZ0AN_RS13110	WP_020452142.1	spoIIIAF	stage III sporulation protein AF
gene-ACZ0AN_RS13115	WP_020452143.1	spoIIIAE	stage III sporulation protein AE
gene-ACZ0AN_RS13120	WP_256164082.1	spoIIIAD	stage III sporulation protein AD
gene-ACZ0AN_RS13125	WP_003183409.1	spoIIIAC	stage III sporulation protein AC
gene-ACZ0AN_RS13130	WP_020452145.1	spoIIIAB	stage III sporulation protein SpoIIIAB
gene-ACZ0AN_RS13135	WP_020452146.1	spoIIIAA	stage III sporulation protein AA
gene-ACZ0AN_RS13140	WP_003183412.1		YqhV family protein
gene-ACZ0AN_RS13145	WP_020452147.1	efp	elongation factor P
gene-ACZ0AN_RS13150	WP_020452148.1		M24 family metallopeptidase
gene-ACZ0AN_RS13155	WP_020452149.1	aroQ	type II 3-dehydroquinate dehydratase
gene-ACZ0AN_RS13160	WP_020452150.1		YqhR family membrane protein
gene-ACZ0AN_RS13165	WP_020452151.1		DUF1385 domain-containing protein
gene-ACZ0AN_RS13170	WP_020452152.1		SA1362 family protein
gene-ACZ0AN_RS13175	WP_020452153.1		patatin-like phospholipase family protein
gene-ACZ0AN_RS13180	WP_020452154.1	mntR	transcriptional regulator MntR
gene-ACZ0AN_RS13185	WP_020452155.1		lipoate--protein ligase family protein
gene-ACZ0AN_RS13190	WP_043054396.1		rhodanese-like domain-containing protein
gene-ACZ0AN_RS13195	WP_020452157.1		glycine betaine ABC transporter substrate-binding protein
gene-ACZ0AN_RS13200	WP_020452158.1		ABC transporter permease
gene-ACZ0AN_RS13205	WP_020452159.1	opuAA	glycine/proline betaine ABC transporter ATP-binding protein OpuAA
gene-ACZ0AN_RS13210	WP_020452160.1	gcvPB	aminomethyl-transferring glycine dehydrogenase subunit GcvPB
gene-ACZ0AN_RS13215	WP_020452161.1	gcvPA	aminomethyl-transferring glycine dehydrogenase subunit GcvPA
gene-ACZ0AN_RS13220	WP_020452162.1	gcvT	glycine cleavage system aminomethyltransferase GcvT
gene-ACZ0AN_RS13225	WP_020452163.1		DEAD/DEAH box helicase
gene-ACZ0AN_RS13230	WP_020452164.1		YqhG family protein
gene-ACZ0AN_RS13235	WP_096748221.1	sinI	anti-repressor SinI
gene-ACZ0AN_RS13240	WP_023855185.1	sinR	transcriptional regulator SinR
gene-ACZ0AN_RS13245	WP_020452167.1	tasA	biofilm matrix protein TasA
gene-ACZ0AN_RS13250	WP_023855186.1	sipW	signal peptidase I SipW
gene-ACZ0AN_RS13255	WP_145645271.1	tapA	amyloid fiber anchoring/assembly protein TapA
gene-ACZ0AN_RS13260	WP_023855188.1		YqzG/YhdC family protein
gene-ACZ0AN_RS13265	WP_025811164.1		YqzE family protein
gene-ACZ0AN_RS13270	WP_026579313.1	comGG	competence type IV pilus minor pilin ComGG
gene-ACZ0AN_RS13275	WP_229078638.1	comGF	competence type IV pilus minor pilin ComGF
gene-ACZ0AN_RS13280	WP_025811161.1	comGE	competence type IV pilus minor pilin ComGE
gene-ACZ0AN_RS13285	WP_026579312.1	comGD	competence type IV pilus minor pilin ComGD
gene-ACZ0AN_RS13290	WP_026579311.1	comGC	competence type IV pilus major pilin ComGC
gene-ACZ0AN_RS13295	WP_145645269.1	comGB	competence type IV pilus assembly protein ComGB
gene-ACZ0AN_RS13300	WP_025811157.1	comGA	competence type IV pilus ATPase ComGA
gene-ACZ0AN_RS13305	WP_035338373.1		STAS domain-containing protein
gene-ACZ0AN_RS13315	WP_003183482.1		Spx/MgsR family RNA polymerase-binding regulatory protein
gene-ACZ0AN_RS13320	WP_020452180.1		DUF2626 domain-containing protein
gene-ACZ0AN_RS13325	WP_145645267.1		MBL fold metallo-hydrolase
gene-ACZ0AN_RS13330	WP_003183486.1		DUF2759 domain-containing protein
gene-ACZ0AN_RS13335	WP_020452182.1		MTH1187 family thiamine-binding protein
gene-ACZ0AN_RS13340	WP_462477284.1		YqgU-like beta propeller domain-containing protein
gene-ACZ0AN_RS13345	WP_020452184.1		M14 family metallopeptidase
gene-ACZ0AN_RS13350	WP_145645272.1		iron-hydroxamate ABC transporter substrate-binding protein
gene-ACZ0AN_RS13355	WP_145645263.1		LTA synthase family protein
gene-ACZ0AN_RS13360	WP_026579305.1		ROK family glucokinase
gene-ACZ0AN_RS13365	WP_020452188.1		YqgQ family protein
gene-ACZ0AN_RS13370	WP_023855199.1		spore germination protein
gene-ACZ0AN_RS13375	WP_026579304.1		rhomboid family intramembrane serine protease
gene-ACZ0AN_RS13380	WP_020452191.1		hypothetical protein
gene-ACZ0AN_RS13385	WP_026579303.1		5-formyltetrahydrofolate cyclo-ligase
gene-ACZ0AN_RS13390	WP_003183500.1	rpmG	50S ribosomal protein L33
gene-ACZ0AN_RS13395	WP_035399773.1		glycosyltransferase family 4 protein
gene-ACZ0AN_RS13400	WP_020452194.1		hypothetical protein
gene-ACZ0AN_RS13405	WP_011198121.1		hypothetical protein
gene-ACZ0AN_RS13410	WP_143260960.1		endolytic transglycosylase MltG
gene-ACZ0AN_RS13415			IS3 family transposase
gene-ACZ0AN_RS13420	WP_020452196.1		hypothetical protein
gene-ACZ0AN_RS13425	WP_020452197.1		stage II sporulation protein M
gene-ACZ0AN_RS13430	WP_020452198.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS13435	WP_020452199.1		hypothetical protein
gene-ACZ0AN_RS13440	WP_020452200.1		uberolysin/carnocyclin family circular bacteriocin
gene-ACZ0AN_RS13445	WP_020452201.1		YIP1 family protein
gene-ACZ0AN_RS13450			IS3 family transposase
gene-ACZ0AN_RS13455	WP_023855209.1	pstB	phosphate ABC transporter ATP-binding protein PstB
gene-ACZ0AN_RS13460	WP_043054596.1	pstB	phosphate ABC transporter ATP-binding protein PstB
gene-ACZ0AN_RS13465	WP_025811149.1	pstA	phosphate ABC transporter permease PstA
gene-ACZ0AN_RS13470	WP_003183532.1	pstC	phosphate ABC transporter permease subunit PstC
gene-ACZ0AN_RS13475	WP_023855212.1		phosphate ABC transporter substrate-binding protein
gene-ACZ0AN_RS13480	WP_145645261.1		peptidoglycan D%2CD-transpeptidase FtsI family protein
gene-ACZ0AN_RS13485	WP_023855214.1		MFS transporter
gene-ACZ0AN_RS13490	WP_003183541.1	sodA	superoxide dismutase SodA
gene-ACZ0AN_RS13495	WP_026579296.1		DUF456 domain-containing protein
gene-ACZ0AN_RS13500	WP_105981083.1		DUF1189 domain-containing protein
gene-ACZ0AN_RS13505	WP_026579294.1		LysM peptidoglycan-binding domain-containing protein
gene-ACZ0AN_RS13510	WP_095323521.1	ispG	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
gene-ACZ0AN_RS13515	WP_023855219.1		hypothetical protein
gene-ACZ0AN_RS13520	WP_023855220.1		nucleotidase
gene-ACZ0AN_RS13525	WP_023855221.1		Fur family transcriptional regulator
gene-ACZ0AN_RS13530	WP_023855222.1		metal ABC transporter permease
gene-ACZ0AN_RS13535	WP_023855223.1		metal ABC transporter ATP-binding protein
gene-ACZ0AN_RS13540	WP_026579292.1		YitT family protein
gene-ACZ0AN_RS13545	WP_023855226.1		DUF2624 domain-containing protein
gene-ACZ0AN_RS13550	WP_020452220.1		deoxyribonuclease IV
gene-ACZ0AN_RS13555	WP_050820709.1		DEAD/DEAH box helicase
gene-ACZ0AN_RS13560	WP_145645254.1	vrrA	VrrA/YqfQ family protein
gene-ACZ0AN_RS13565	WP_023855228.1		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
gene-ACZ0AN_RS13570	WP_145645252.1		Nif3-like dinuclear metal center hexameric protein
gene-ACZ0AN_RS13575	WP_230631872.1		tRNA (adenine(22)-N(1))-methyltransferase
gene-ACZ0AN_RS13580	WP_025811146.1		endonuclease V
gene-ACZ0AN_RS13585	WP_463315570.1		hypothetical protein
gene-ACZ0AN_RS13590	WP_230631855.1		hypothetical protein
gene-ACZ0AN_RS13595	WP_231562548.1		Imm6 family immunity protein
gene-ACZ0AN_RS13600	WP_023855233.1		hypothetical protein
gene-ACZ0AN_RS13605			hypothetical protein
gene-ACZ0AN_RS13610	WP_023855234.1		Imm6 family immunity protein
gene-ACZ0AN_RS13615			ribonuclease YeeF family protein
gene-ACZ0AN_RS13620	WP_020452231.1		YwqI/YxiC family protein
gene-ACZ0AN_RS13625	WP_023855236.1		YwqH-like family protein
gene-ACZ0AN_RS13630	WP_020452233.1	cccA	cytochrome c550
gene-ACZ0AN_RS13635	WP_020452234.1	rpoD	RNA polymerase sigma factor RpoD
gene-ACZ0AN_RS13640	WP_023855237.1	dnaG	DNA primase
gene-ACZ0AN_RS13645	WP_023855238.1		YaiI/YqxD family protein
gene-ACZ0AN_RS13650	WP_023855239.1		pyruvate%2C water dikinase regulatory protein
gene-ACZ0AN_RS13655	WP_025804968.1		helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS13660	WP_105981085.1	glyS	glycine--tRNA ligase subunit beta
gene-ACZ0AN_RS13665	WP_020452239.1	glyQ	glycine--tRNA ligase subunit alpha
gene-ACZ0AN_RS13670	WP_105981086.1	recO	DNA repair protein RecO
gene-ACZ0AN_RS13675	WP_003183626.1		YqzL family protein
gene-ACZ0AN_RS13680	WP_023855242.1	era	GTPase Era
gene-ACZ0AN_RS13685	WP_105981087.1		cytidine deaminase
gene-ACZ0AN_RS13690	WP_020452243.1		diacylglycerol kinase family protein
gene-ACZ0AN_RS13695	WP_020452244.1	ybeY	rRNA maturation RNase YbeY
gene-ACZ0AN_RS13700	WP_231692479.1		HD family phosphohydrolase
gene-ACZ0AN_RS13705	WP_017474322.1		PhoH family protein
gene-ACZ0AN_RS13710	WP_161517334.1	yqfD	sporulation protein YqfD
gene-ACZ0AN_RS13715	WP_020452247.1	yqfC	sporulation protein YqfC
gene-ACZ0AN_RS13720	WP_020452248.1		hypothetical protein
gene-ACZ0AN_RS13725	WP_020452249.1	floA	flotillin-like protein FloA
gene-ACZ0AN_RS13730	WP_020452250.1		NfeD family protein
gene-ACZ0AN_RS13735	WP_023855244.1		GatB/YqeY domain-containing protein
gene-ACZ0AN_RS13740	WP_003183654.1	rpsU	30S ribosomal protein S21
gene-ACZ0AN_RS13745	WP_020452253.1		Na/Pi symporter
gene-ACZ0AN_RS13750	WP_023855246.1	deoC	deoxyribose-phosphate aldolase
gene-ACZ0AN_RS13755	WP_026579280.1	mtaB	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB
gene-ACZ0AN_RS13760	WP_026579279.1		16S rRNA (uracil(1498)-N(3))-methyltransferase
gene-ACZ0AN_RS13765	WP_095291031.1	prmA	50S ribosomal protein L11 methyltransferase
gene-ACZ0AN_RS13770	WP_020452258.1	dnaJ	molecular chaperone DnaJ
gene-ACZ0AN_RS13775	WP_020452259.1	dnaK	molecular chaperone DnaK
gene-ACZ0AN_RS13780	WP_020452260.1	grpE	nucleotide exchange factor GrpE
gene-ACZ0AN_RS13785	WP_020452261.1	hrcA	heat-inducible transcriptional repressor HrcA
gene-ACZ0AN_RS13790	WP_026579276.1	hemW	radical SAM family heme chaperone HemW
gene-ACZ0AN_RS13795	WP_020452263.1	lepA	translation elongation factor 4
gene-ACZ0AN_RS13800	WP_197407169.1		YqxA family protein
gene-ACZ0AN_RS13805	WP_020452265.1	spoIIP	stage II sporulation protein P
gene-ACZ0AN_RS13810	WP_039072854.1	gpr	GPR endopeptidase
gene-ACZ0AN_RS13815	WP_020452267.1	rpsT	30S ribosomal protein S20
gene-ACZ0AN_RS13820	WP_023855249.1		RNA polymerase alpha subunit C-terminal domain-containing protein
gene-ACZ0AN_RS13825	WP_023855250.1		winged helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS13830	WP_025811130.1		NAD(P)H-dependent oxidoreductase
gene-ACZ0AN_RS13835	WP_023855252.1	holA	DNA polymerase III subunit delta
gene-ACZ0AN_RS13840	WP_003183686.1		YqzM family protein
gene-ACZ0AN_RS13845	WP_145645246.1		DNA internalization-related competence protein ComEC/Rec2
gene-ACZ0AN_RS13850	WP_026579270.1		ComE operon protein 2
gene-ACZ0AN_RS13855	WP_026579269.1		helix-hairpin-helix domain-containing protein
gene-ACZ0AN_RS13860	WP_025811127.1	comER	late competence protein ComER
gene-ACZ0AN_RS13865	WP_023855255.1		class I SAM-dependent DNA methyltransferase
gene-ACZ0AN_RS13870	WP_023855256.1	rsfS	ribosome silencing factor
gene-ACZ0AN_RS13875	WP_026579268.1	yqeK	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK
gene-ACZ0AN_RS13880	WP_025811125.1		nicotinate-nucleotide adenylyltransferase
gene-ACZ0AN_RS13885	WP_003183704.1	yhbY	ribosome assembly RNA-binding protein YhbY
gene-ACZ0AN_RS13890	WP_020452280.1	aroE	shikimate dehydrogenase
gene-ACZ0AN_RS13895	WP_025811124.1	yqeH	ribosome biogenesis GTPase YqeH
gene-ACZ0AN_RS13900	WP_020452282.1		YqeG family HAD IIIA-type phosphatase
gene-ACZ0AN_RS13905	WP_003183713.1	sda	sporulation histidine kinase inhibitor Sda
gene-ACZ0AN_RS13910	WP_023855260.1		hypothetical protein
gene-ACZ0AN_RS13915	WP_020452283.1		SGNH/GDSL hydrolase family protein
gene-ACZ0AN_RS13920	WP_234026540.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS13925	WP_025811122.1		Na-translocating system protein MpsC family protein
gene-ACZ0AN_RS13930	WP_039072859.1	fdhF	formate dehydrogenase subunit alpha
gene-ACZ0AN_RS13935	WP_025811120.1		helical membrane plugin domain-containing protein
gene-ACZ0AN_RS13940	WP_023855265.1		hypothetical protein
gene-ACZ0AN_RS13945	WP_023855266.1	sigK	RNA polymerase sporulation sigma factor SigK
gene-ACZ0AN_RS13950	WP_023855267.1		hypothetical protein
gene-ACZ0AN_RS13955	WP_161513142.1		hypothetical protein
gene-ACZ0AN_RS13960	WP_023855269.1		hypothetical protein
gene-ACZ0AN_RS13965			YolD-like family protein
gene-ACZ0AN_RS13970			sigma-70 family RNA polymerase sigma factor
gene-ACZ0AN_RS13975	WP_023855272.1	psiE	phosphate-starvation-inducible protein PsiE
gene-ACZ0AN_RS13980	WP_023855273.1	yrkQ	two-component system sensor histidine kinase YrkQ
gene-ACZ0AN_RS13985	WP_026579256.1	yrkP	two-component response regulator YrkP
gene-ACZ0AN_RS13990	WP_249726993.1		DUF418 domain-containing protein
gene-ACZ0AN_RS13995			hypothetical protein
gene-ACZ0AN_RS14000	WP_149208606.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS14005			ImmA/IrrE family metallo-endopeptidase
gene-ACZ0AN_RS14010			hypothetical protein
gene-ACZ0AN_RS14015	WP_096748246.1		Cof-type HAD-IIB family hydrolase
gene-ACZ0AN_RS14020	WP_020452298.1		6-phospho-beta-glucosidase
gene-ACZ0AN_RS14025	WP_035338395.1		MurR/RpiR family transcriptional regulator
gene-ACZ0AN_RS14030	WP_105981097.1		CynX/NimT family MFS transporter
gene-ACZ0AN_RS14035	WP_105981098.1		FadR/GntR family transcriptional regulator
gene-ACZ0AN_RS14040	WP_145654293.1		flavin reductase family protein
gene-ACZ0AN_RS14045	WP_105981100.1		MerR family transcriptional regulator
gene-ACZ0AN_RS14050	WP_026579237.1		UPF0715 family protein
gene-ACZ0AN_RS14055	WP_026579236.1		hypothetical protein
gene-ACZ0AN_RS14060			sigma factor-like helix-turn-helix DNA-binding protein
gene-ACZ0AN_RS14065	WP_237612054.1		TcaA 3rd/4th domain-containing protein
gene-ACZ0AN_RS14070	WP_237612055.1		TcaA second domain-containing protein
gene-ACZ0AN_RS14075	WP_234026543.1		hypothetical protein
gene-ACZ0AN_RS14080	WP_023855291.1		MBL fold metallo-hydrolase
gene-ACZ0AN_RS14085	WP_161517338.1		NAD(P)/FAD-dependent oxidoreductase
gene-ACZ0AN_RS14090	WP_023855293.1		response regulator
gene-ACZ0AN_RS14095	WP_023855294.1		PAS domain-containing sensor histidine kinase
gene-ACZ0AN_RS14100	WP_105981103.1		thioredoxin family protein
gene-ACZ0AN_RS14105	WP_023855296.1		sulfite exporter TauE/SafE family protein
gene-ACZ0AN_RS14110	WP_023855297.1		sulfurtransferase TusA family protein
gene-ACZ0AN_RS14115	WP_095290935.1		MBL fold metallo-hydrolase
gene-ACZ0AN_RS14120	WP_105981105.1		sulfurtransferase TusA family protein
gene-ACZ0AN_RS14125	WP_020452325.1		DsrE/DsrF/DrsH-like family protein
gene-ACZ0AN_RS14130	WP_009327831.1		metal-sensitive transcriptional regulator
gene-ACZ0AN_RS14135	WP_158700705.1		OsmC family protein
gene-ACZ0AN_RS14140	WP_039072876.1		ester cyclase
gene-ACZ0AN_RS14145	WP_023855300.1		MBL fold metallo-hydrolase
gene-ACZ0AN_RS14150	WP_023855303.1		Lrp/AsnC family transcriptional regulator
gene-ACZ0AN_RS14155	WP_105981107.1		class I SAM-dependent methyltransferase
gene-ACZ0AN_RS14160	WP_105981108.1		DNA alkylation repair protein
gene-ACZ0AN_RS14165	WP_315897772.1		hypothetical protein
gene-ACZ0AN_RS14170	WP_105980607.1		erythromycin resistance leader peptide
gene-ACZ0AN_RS14175	WP_039072879.1	erm	23S ribosomal RNA methyltransferase Erm
gene-ACZ0AN_RS14180	WP_103749529.1		tautomerase family protein
gene-ACZ0AN_RS14185	WP_039072880.1	hxlB	6-phospho-3-hexuloisomerase
gene-ACZ0AN_RS14190	WP_003183787.1	hxlA	3-hexulose-6-phosphate synthase
