ve_protein	pa_protein	identity	alignment_length	mismatches	gapopen	qstart	qend	sstart	send	evalue	bitscore
WP_061861959.1	WP_020450538.1	0.628	210	78	0	3	212	4	213	9.345e-86	277
WP_061862144.1	WP_026579781.1	0.549	377	169	0	1	377	1	376	2.015e-136	432
WP_003151967.1	WP_020452825.1	0.896	116	12	0	5	120	6	121	2.4200000000000003e-69	224
WP_003151989.1	WP_011198260.1	0.764	106	25	0	1	106	1	106	2.718e-53	177
WP_003152011.1	WP_020452813.1	0.848	377	57	0	1	376	1	377	1.477e-210	646
WP_003152031.1	WP_195536927.1	0.63	130	48	0	1	130	1	130	1.5129999999999998e-47	162
WP_003152043.1	WP_003184860.1	0.7	40	12	0	2	41	3	42	8.022e-15	63
WP_003152077.1	WP_105979890.1	0.782	235	51	0	1	235	1	235	1.6720000000000002e-121	381
WP_003152104.1	WP_020452764.1	0.794	78	16	0	1	78	1	78	1.602e-37	130
WP_003152125.1	WP_023856125.1	0.861	224	31	0	1	224	1	224	3.5789999999999997e-125	391
WP_003152223.1	WP_020452691.1	0.741	367	95	0	1	367	1	367	7.247e-190	586
WP_003152233.1	WP_020452684.1	0.772	185	42	0	1	185	1	185	3.178e-100	317
WP_003152895.1	WP_020452258.1	0.906	375	35	0	1	375	1	375	4.449e-241	734
WP_003152966.1	WP_020452247.1	0.87	93	12	0	1	93	1	93	7.937e-52	172
WP_003152989.1	WP_025804968.1	0.896	212	22	0	1	212	1	212	1.059e-123	386
WP_003152998.1	WP_020452234.1	0.973	373	10	0	1	373	1	373	2.1939999999999997e-239	729
WP_003153018.1	WP_023855221.1	0.888	135	15	0	1	135	1	135	6.568e-83	264
WP_003153025.1	WP_003183541.1	0.886	202	23	0	1	201	1	202	1.4030000000000001e-123	385
WP_003153056.1	WP_003183500.1	0.979	49	1	0	1	49	1	49	1.7280000000000002e-30	108
WP_003153076.1	WP_003183486.1	0.631	57	21	0	1	57	1	57	1.412e-21	83
WP_003153079.1	WP_003183482.1	0.785	126	27	0	1	126	1	125	2.617e-63	207
WP_003153173.1	WP_020452129.1	0.872	149	19	0	1	149	1	149	2.034e-85	272
WP_003154995.1	WP_003180694.1	0.818	160	29	0	1	160	1	160	3.203e-94	298
WP_003155001.1	WP_003180687.1	0.906	258	24	0	1	258	1	258	1.333e-152	472
WP_003155019.1	WP_003180661.1	0.885	209	24	0	1	209	1	209	5.488e-122	381
WP_003155024.1	WP_003180650.1	0.765	290	67	0	1	290	1	288	1.106e-149	466
WP_003155032.1	WP_003180627.1	0.824	217	37	0	1	217	1	212	2.2429999999999998e-118	371
WP_003155299.1	WP_003180159.1	0.823	34	6	0	1	34	1	34	2.373e-13	58
WP_003155315.1	WP_003180123.1	0.781	96	21	0	1	96	1	96	1.246e-48	163
WP_003155376.1	WP_003155376.1	1.0	66	0	0	1	66	1	66	6.416e-41	139
WP_003155758.1	WP_003179532.1	0.964	84	3	0	1	84	1	84	1.391e-49	165
WP_003155802.1	WP_020450310.1	0.854	165	24	0	1	165	1	165	9.939999999999999e-93	294
WP_007408981.1	WP_463315612.1	0.684	228	72	0	1	228	1	228	6.714e-107	339
WP_007409396.1	WP_023855942.1	0.608	74	28	0	2	74	4	77	2.36e-24	92
WP_007409693.1	WP_020451284.1	0.766	184	43	0	1	184	1	184	1.315e-90	289
WP_007409714.1	WP_003181573.1	0.958	239	10	0	1	239	1	239	3.936e-148	458
WP_007409722.1	WP_023857245.1	0.713	258	73	0	1	256	1	258	3.979e-122	384
WP_007410399.1	WP_023855914.1	0.92	692	55	0	1	692	1	692	0.0	1304
WP_007410404.1	WP_020449864.1	0.959	122	5	0	1	122	1	122	8.073e-74	237
WP_014418602.1	WP_020452534.1	0.672	244	78	0	1	244	1	240	6.983e-110	348
WP_014418615.1	WP_020452552.1	0.804	240	47	0	1	239	1	240	2.5549999999999997e-127	398
WP_014418769.1	WP_075212937.1	0.717	368	104	0	1	368	1	368	3.17e-180	558
WP_014418802.1	WP_020452851.1	0.784	283	61	0	1	283	1	283	1.533e-163	505
WP_014418824.1	WP_023856210.1	0.881	437	52	0	1	437	1	437	1.147e-261	797
WP_014419046.1	WP_025810679.1	0.776	493	110	0	1	493	1	493	3.3e-253	776
WP_014419073.1	WP_023857132.1	0.714	126	35	0	1	126	1	122	4.386e-52	175
WP_053103904.1	WP_026580041.1	0.632	155	56	0	2	155	3	157	8.733e-65	213
WP_053104250.1	WP_020451017.1	0.861	311	43	0	1	311	1	311	3.408e-177	546
WP_053284944.1	WP_020452572.1	0.845	226	35	0	1	226	1	226	9.603e-133	413
WP_061861709.1	WP_025810664.1	0.732	307	82	0	1	307	1	307	3.371e-150	468
WP_061861712.1	WP_026579697.1	0.386	207	126	0	10	216	9	214	1.8749999999999999e-41	149
WP_061862606.1	WP_035337494.1	0.655	470	162	0	1	470	1	470	4.507e-210	650
WP_209387394.1	WP_026579371.1	0.545	251	112	0	10	257	6	256	5.06e-87	283
WP_209387419.1	WP_020452115.1	0.818	330	60	0	1	330	1	330	1.609e-186	574
WP_209387426.1	WP_020452148.1	0.767	353	82	0	1	353	1	353	7.257e-181	559
WP_209387460.1	WP_145645232.1	0.686	580	182	0	5	584	5	584	3.201e-270	830
WP_209387463.1	WP_186442167.1	0.585	522	215	0	1	518	1	522	6.603e-202	629
WP_209387501.1	WP_033155109.1	0.733	525	139	0	2	523	4	528	4.152e-266	815
WP_209387504.1	WP_214485278.1	0.649	454	159	0	3	456	7	460	8.395e-204	631
WP_209387509.1	WP_463315578.1	0.54	996	398	0	1	866	1	996	8.355e-307	951
WP_209387663.1	WP_025810675.1	0.749	566	141	0	4	569	6	568	4.198e-287	878
WP_209387701.1	WP_197407165.1	0.332	538	352	0	12	549	7	534	2.293e-81	280
WP_209387729.1	WP_020452096.1	0.754	461	113	0	6	466	11	471	1.3800000000000002e-256	784
WP_209387733.1	WP_020453432.1	0.73	271	73	0	6	276	9	279	1.472e-134	421
WP_209387788.1	WP_020451764.1	0.307	404	268	0	52	439	1	404	1.104e-48	179
WP_209387788.1	WP_023857518.1	0.296	391	268	0	52	433	1	391	1.104e-48	179
WP_209387826.1	WP_145929911.1	0.669	472	156	0	6	477	6	476	1.9289999999999998e-204	634
WP_209387830.1	WP_026580422.1	0.698	414	123	0	1	414	1	409	2.0350000000000002e-199	616
WP_206584050.1	WP_079289361.1	0.838	341	55	0	1	341	1	341	4.7100000000000004e-191	588
WP_209387320.1	WP_463315703.1	0.704	2550	755	0	3	2552	2	2551	0.0	3746
WP_209387324.1	WP_326250815.1	0.811	1521	287	0	1	1519	1	1521	0.0	2565
WP_209387371.1	WP_212110765.1	0.471	331	173	0	3	330	1	331	3.17e-88	290
WP_209387375.1	WP_249727038.1	0.527	197	91	0	3	196	8	204	1.961e-60	203
WP_209387429.1	WP_020452163.1	0.799	549	110	0	1	548	1	549	1.1919999999999999e-303	925
WP_209387431.1	WP_026579312.1	0.365	143	87	0	8	145	3	145	4.764e-24	95
WP_209387435.1	WP_462477284.1	0.337	366	226	0	1	342	1	366	1.7790000000000001e-72	245
WP_209387491.1	WP_195257984.1	0.861	360	50	0	1	360	1	360	2.7799999999999998e-213	653
WP_209387493.1	WP_020452546.1	0.788	340	72	0	1	340	1	340	3.669e-182	562
WP_209388049.1	WP_031305082.1	0.663	208	69	0	1	208	4	210	1.445e-87	282
WP_209388054.1	WP_095289903.1	0.665	462	153	0	1	462	1	457	2.424e-203	630
WP_209388059.1	WP_103749107.1	0.783	499	108	0	1	499	1	498	3.098e-273	834
WP_209388095.1	WP_463315661.1	0.841	322	51	0	1	322	1	322	2.7889999999999998e-179	553
WP_209388098.1	WP_463315662.1	0.417	386	222	0	1	386	1	382	3.6039999999999995e-94	310
WP_209388133.1	WP_373367302.1	0.7	449	134	0	14	461	12	460	6.160999999999999e-220	678
WP_209388135.1	WP_020452917.1	0.651	497	173	0	1	497	1	496	3.9479999999999994e-224	692
WP_209388139.1	WP_249726574.1	0.747	432	109	0	1	432	1	432	9.819e-226	693
WP_003153894.1	WP_023855749.1	0.812	378	71	0	1	378	1	378	2.796e-205	631
WP_003153977.1	WP_003182261.1	0.738	42	11	0	7	48	6	47	6.26e-18	72
WP_003154425.1	WP_020451307.1	0.828	437	74	0	1	437	1	432	3.48e-240	735
WP_003154450.1	WP_023857254.1	0.696	191	57	0	1	191	1	188	7.807e-83	267
WP_003154472.1	WP_095290416.1	0.798	149	30	0	1	149	1	149	1.346e-81	261
WP_003154609.1	WP_003181305.1	0.741	58	15	0	6	63	2	59	2.742e-25	94
WP_003154654.1	WP_003181247.1	0.977	88	2	0	1	88	1	88	6.2059999999999996e-52	172
WP_003155043.1	WP_020450932.1	0.758	310	75	0	1	310	1	310	5.553e-163	505
WP_003155088.1	WP_003180552.1	0.921	102	8	0	1	102	1	102	1.1089999999999999e-60	198
WP_014417345.1	WP_048350511.1	0.764	242	57	0	1	242	1	242	2.9310000000000004e-128	401
WP_014417373.1	WP_020450872.1	0.63	200	74	0	4	203	3	202	1.338e-83	270
WP_014417574.1	WP_035338874.1	0.703	398	117	0	1	394	1	398	1.571e-183	569
WP_014417606.1	WP_020451192.1	0.704	427	126	0	1	427	1	427	4.126e-208	642
WP_014417749.1	WP_035338791.1	0.856	216	31	0	1	216	1	216	2.839e-123	385
WP_014417767.1	WP_020451384.1	0.883	181	21	0	1	181	1	181	3.653e-103	325
WP_014417776.1	WP_023857204.1	0.718	359	101	0	1	359	1	359	8.834e-173	536
WP_014418385.1	WP_026579305.1	0.777	319	71	0	1	318	1	319	3.6730000000000003e-172	532
WP_014418397.1	WP_023855226.1	0.621	82	31	0	1	82	1	82	9.008e-31	111
WP_014418406.1	WP_231692479.1	0.751	680	168	0	35	710	1	680	0.0	1049
WP_209387802.1	WP_023856701.1	0.539	126	57	0	1	126	1	125	1.545e-44	153
WP_209387840.1	WP_020453550.1	0.54	287	130	0	8	294	14	297	1.227e-101	327
WP_209387843.1	WP_065643392.1	0.675	351	113	0	1	350	1	351	6.593e-157	490
WP_209387891.1	WP_079289584.1	0.501	539	267	0	1	539	4	540	7.078e-174	549
WP_209387894.1	WP_020450208.1	0.702	249	74	0	1	249	1	249	7.977e-111	351
WP_209388152.1	WP_003180955.1	0.692	358	110	0	1	358	1	358	5.746e-163	508
WP_209388155.1	WP_003180960.1	0.55	287	128	0	1	286	1	287	1.553e-103	332
WP_209388211.1	WP_020451316.1	0.688	228	71	0	1	227	1	228	7.082999999999999e-103	327
WP_209388214.1	WP_023857235.1	0.855	311	45	0	1	311	1	311	6.905e-178	548
WP_209388218.1	WP_023857229.1	0.701	291	87	0	1	291	1	291	1.564e-132	416
WP_209388221.1	WP_463315683.1	0.759	316	76	0	1	316	1	316	7.298e-163	505
WP_007410230.1	WP_164468292.1	0.808	319	61	0	17	335	1	319	2.492e-175	542
WP_007410327.1	WP_020451599.1	0.697	119	36	0	1	119	1	119	2.625e-52	175
WP_007410379.1	WP_023857656.1	0.633	109	40	0	1	109	1	109	3.389e-40	140
WP_007610590.1	WP_035339430.1	0.885	323	37	0	6	328	4	326	3.313e-195	599
WP_007611468.1	WP_020451436.1	0.919	704	57	0	1	704	1	704	0.0	1302
WP_007611850.1	WP_079289107.1	0.672	299	98	0	1	299	1	299	1.866e-134	422
WP_014418250.1	WP_026579386.1	0.671	420	138	0	1	420	1	420	3.329e-189	587
WP_014418705.1	WP_020452947.1	0.382	284	164	0	10	293	19	284	1.4859999999999999e-59	205
WP_014418984.1	WP_023856370.1	0.754	118	29	0	1	118	1	118	3.075e-58	192
WP_014419005.1	WP_020453106.1	0.553	332	139	0	1	332	1	311	7.1100000000000005e-99	321
WP_014419128.1	WP_023857052.1	0.54	137	63	0	1	137	1	137	1.78e-50	171
WP_014419185.1	WP_023857000.1	0.739	119	30	0	2	120	3	118	4.322e-56	186
WP_014721211.1	WP_003182136.1	0.908	317	29	0	1	317	1	317	3.464e-191	587
WP_021495085.1	WP_065643163.1	0.24	298	224	0	40	337	28	323	6.3060000000000005e-31	123
WP_021495204.1	WP_128823493.1	0.734	226	60	0	1	226	1	225	1.1950000000000001e-104	332
WP_022552781.1	WP_035339170.1	0.617	298	112	0	1	293	1	298	1.173e-119	379
WP_022552834.1	WP_020452582.1	0.404	229	135	0	1	229	1	227	9.241e-55	188
WP_022553025.1	WP_371268733.1	0.69	291	81	0	29	289	15	305	1.5660000000000002e-131	413
WP_022553228.1	WP_020451809.1	0.731	67	18	0	1	67	1	67	7.038e-33	116
WP_022553353.1	WP_020451372.1	0.888	242	27	0	1	242	1	242	8.75e-150	463
WP_025649399.1	WP_020450006.1	0.649	302	106	0	1	302	1	302	5.165e-136	427
WP_025649568.1	WP_023856620.1	0.602	287	114	0	1	287	1	287	3.546e-121	383
WP_029972995.1	WP_026580420.1	0.446	130	71	0	1	130	1	129	1.9580000000000002e-31	116
WP_209387573.1	WP_146874768.1	0.738	796	206	0	1	789	1	796	0.0	1214
WP_209387577.1	WP_026580085.1	0.661	593	200	0	1	591	1	593	1.494e-265	817
WP_209387581.1	WP_023857032.1	0.468	374	193	0	1	364	1	374	6.894e-105	340
WP_209387609.1	WP_095292169.1	0.559	337	148	0	4	339	3	339	1.123e-126	402
WP_209387644.1	WP_026580176.1	0.645	375	127	0	1	375	1	358	1.209e-154	485
WP_209387647.1	WP_035337789.1	0.477	222	116	0	3	224	2	223	3.458e-65	218
WP_209387650.1	WP_197407083.1	0.604	387	152	0	1	384	1	387	1.2949999999999999e-151	477
WP_209387653.1	WP_026580186.1	0.796	305	62	0	1	305	1	305	2.791e-168	520
WP_209387686.1	WP_020451628.1	0.62	179	68	0	1	179	1	179	1.836e-70	231
WP_003150882.1	WP_023856959.1	0.693	49	15	0	1	49	1	49	1.0460000000000001e-20	80
WP_003150930.1	WP_023856999.1	0.86	201	28	0	1	201	1	201	1.549e-115	362
WP_003151012.1	WP_020453322.1	0.919	323	26	0	1	323	1	323	6.703000000000001e-193	592
WP_003151042.1	WP_025810627.1	0.75	60	15	0	1	60	1	60	1.1670000000000001e-25	95
WP_003151087.1	WP_023857054.1	0.534	86	40	0	1	86	1	86	3.672e-27	101
WP_003151107.1	WP_003186053.1	0.96	427	17	0	1	427	1	427	2.527e-274	833
WP_003151155.1	WP_020453262.1	0.685	127	40	0	1	127	1	127	2.7100000000000003e-55	184
WP_003151173.1	WP_020453255.1	0.915	473	40	0	1	473	1	473	5.15e-289	878
WP_003151250.1	WP_023857137.1	0.725	255	70	0	1	255	1	255	1.161e-120	380
WP_003151318.1	WP_023857150.1	0.654	255	87	0	1	255	1	253	3.571e-114	361
WP_003153093.1	WP_025811164.1	0.65	60	20	0	1	59	1	60	3.497e-21	82
WP_003153227.1	WP_020452110.1	0.774	217	49	0	3	219	4	220	2.037e-111	351
WP_003153237.1	WP_020452106.1	0.859	370	52	0	2	371	1	370	2.1730000000000002e-212	651
WP_003153250.1	WP_116758571.1	0.776	336	75	0	3	338	21	356	4.404e-179	553
WP_003153435.1	WP_020451966.1	0.671	67	22	0	1	67	1	67	1.205e-27	101
WP_003153448.1	WP_020451963.1	0.898	187	19	0	1	187	1	187	5.272e-112	351
WP_003153463.1	WP_026579379.1	0.692	127	39	0	1	127	1	127	2.226e-57	190
WP_003153521.1	WP_003182896.1	0.814	199	36	0	1	199	1	196	6.074e-108	340
WP_003153539.1	WP_023857337.1	0.594	69	28	0	7	75	4	72	1.351e-31	113
WP_012117893.1	WP_020452022.1	0.817	439	80	0	1	439	1	439	1.0919999999999999e-245	751
WP_012118002.1	WP_023855214.1	0.778	429	95	0	1	429	1	428	1.027e-223	687
WP_012118449.1	WP_020452970.1	0.824	211	37	0	1	211	1	211	1.1100000000000001e-122	383
WP_014416706.1	WP_023856793.1	0.905	818	78	0	1	818	1	818	0.0	1493
WP_014416729.1	WP_020449817.1	0.565	207	90	0	1	207	1	207	1.5e-76	250
WP_014416957.1	WP_023857882.1	0.699	343	103	0	1	343	1	343	3.086e-162	505
WP_014417027.1	WP_023857660.1	0.4	60	35	0	1	60	1	60	6.127e-13	59
WP_021494410.1	WP_283931399.1	0.739	323	84	0	1	323	1	323	6.796e-159	494
WP_021494489.1	WP_020452657.1	0.634	443	159	0	1	436	1	443	2.876e-179	559
WP_021494864.1	WP_026580194.1	0.515	634	302	0	84	717	81	704	5.655e-217	683
WP_021494903.1	WP_020450709.1	0.79	262	55	0	1	262	1	262	2.5209999999999997e-145	452
WP_021495371.1	WP_025809752.1	0.397	153	92	0	2	154	9	161	4.487e-30	113
WP_022552502.1	WP_020449915.1	0.747	455	115	0	1	455	1	455	3.92e-230	707
WP_022552562.1	WP_023857921.1	0.553	460	204	0	1	458	1	460	1.1080000000000002e-165	522
WP_022553524.1	WP_020451467.1	0.924	93	7	0	1	93	1	93	2.148e-57	188
WP_022553553.1	WP_195536178.1	0.563	228	94	0	1	228	1	217	1.301e-68	228
WP_162495990.1	WP_105981297.1	0.683	468	148	0	8	475	12	479	8.041e-223	687
WP_202729492.1	WP_095289976.1	0.747	300	76	0	1	300	1	300	1.954e-152	474
WP_204283013.1	WP_009328935.1	0.817	340	62	0	4	343	6	345	5.400999999999999e-188	579
WP_209387338.1	WP_020451768.1	0.569	325	138	0	1	325	1	321	3.174e-123	391
WP_209387344.1	WP_145930243.1	0.747	638	161	0	1	638	1	637	9.526e-321	979
WP_209387388.1	WP_020451950.1	0.815	400	74	0	1	400	1	400	5.573000000000001e-225	689
WP_209387392.1	WP_023857461.1	0.773	225	51	0	1	224	1	225	3.39e-108	342
WP_209387397.1	WP_023857483.1	0.741	541	140	0	1	541	1	541	9.138999999999999e-291	887
WP_209387991.1	WP_023857813.1	0.706	358	105	0	1	358	1	358	3.804e-173	537
WP_209387997.1	WP_020450546.1	0.726	238	65	0	1	238	1	238	3.677e-114	360
WP_209388033.1	WP_020450656.1	0.708	329	96	0	1	329	1	329	4.393e-157	489
WP_209388036.1	WP_023856470.1	0.82	89	16	0	1	89	1	89	9.801e-48	160
WP_209388070.1	WP_043054265.1	0.61	496	193	0	7	502	17	512	1.5970000000000002e-212	659
WP_209388072.1	WP_003182008.1	0.77	100	23	0	1	100	1	100	4.739e-47	159
WP_209388076.1	WP_249726588.1	0.717	1165	329	0	1	1165	1	1165	0.0	1759
WP_209388101.1	WP_020450955.1	0.6	368	147	0	1	368	1	368	1.524e-153	481
WP_003154193.1	WP_020451430.1	0.84	88	14	0	1	88	1	88	1.1970000000000001e-46	157
WP_003154195.1	WP_145645650.1	0.908	373	34	0	1	373	1	372	2.1190000000000003e-222	680
WP_003154212.1	WP_154495759.1	0.822	180	32	0	6	185	1	180	3.188e-98	311
WP_003154215.1	WP_025811393.1	0.947	246	13	0	1	246	1	246	8.352e-152	469
WP_003154327.1	WP_003181687.1	0.883	120	14	0	1	120	1	120	5.946999999999999e-68	220
WP_003154329.1	WP_003221545.1	0.961	26	1	0	1	26	1	26	1.699e-12	55
WP_003154347.1	WP_003181659.1	0.867	204	27	0	1	204	1	204	2.594e-118	370
WP_003154369.1	WP_023857233.1	0.798	233	47	0	1	233	1	233	9.153999999999999e-136	422
WP_003154399.1	WP_145624271.1	0.663	122	40	0	1	122	1	120	1.827e-49	167
WP_003154482.1	WP_020451275.1	0.85	207	31	0	1	207	1	207	1.112e-120	377
WP_004264720.1	WP_020449795.1	0.8	120	24	0	1	119	1	120	3.78e-64	209
WP_004264734.1	WP_003178156.1	0.908	109	10	0	1	109	1	109	4.701e-65	211
WP_007407395.1	WP_023856335.1	0.66	150	51	0	1	150	1	150	7.642e-64	210
WP_007407424.1	WP_023857797.1	0.574	470	190	0	1	470	1	448	1.993e-163	515
WP_007407671.1	WP_020450300.1	0.179	364	281	0	41	383	37	400	1.155e-11	64
WP_007407726.1	WP_023856983.1	0.805	226	44	0	1	226	1	226	7.927e-117	367
WP_007407816.1	WP_095291318.1	0.928	433	31	0	1	433	1	433	2.1189999999999997e-261	796
WP_007407946.1	WP_020451839.1	0.616	84	31	0	1	83	1	84	3.461e-32	115
WP_007407994.1	WP_189396870.1	0.455	156	83	0	17	170	3	158	4.199e-38	137
WP_007408199.1	WP_145653528.1	0.834	592	98	0	1	592	1	592	0.0	1030
WP_014419099.1	WP_023857083.1	0.797	242	49	0	3	244	2	243	1.676e-134	419
WP_014419102.1	WP_023857079.1	0.682	151	47	0	1	151	1	150	9.267e-62	204
WP_014419339.1	WP_026580409.1	0.656	399	135	0	1	393	1	399	4.178e-174	542
WP_014469850.1	WP_370510518.1	0.809	184	35	0	1	184	12	195	7.441e-97	307
WP_015239157.1	WP_020450175.1	0.405	291	171	0	1	288	1	291	5.899e-71	238
WP_015239775.1	WP_026579777.1	0.692	257	79	0	1	257	1	257	5.004e-120	378
WP_017417382.1	WP_023856562.1	0.592	167	67	0	1	166	1	167	8.553e-70	228
WP_017417427.1	WP_020450891.1	0.732	333	89	0	1	333	1	333	1.7990000000000002e-165	514
WP_095271313.1	WP_023857130.1	0.574	275	116	0	1	273	1	275	3.6580000000000003e-96	310
WP_095271945.1	WP_020451347.1	0.768	160	37	0	1	160	1	160	1.0159999999999999e-81	262
WP_100261756.1	WP_095290394.1	0.889	217	24	0	1	217	1	217	8.752000000000001e-122	381
WP_209387741.1	WP_306453686.1	0.577	71	30	0	1	71	33	103	9.121e-25	93
WP_209387781.1	WP_035338110.1	0.58	155	65	0	2	156	18	172	3.282e-59	197
WP_209387785.1	WP_179289506.1	0.662	718	229	0	1	679	1	718	2.496e-312	957
WP_209387819.1	WP_023855922.1	0.867	483	64	0	1	483	1	483	1.26e-292	889
WP_209387823.1	WP_095290342.1	0.236	160	110	0	6	150	5	164	8.843e-10	54
WP_209387866.1	WP_095292849.1	0.811	478	90	0	1	478	1	478	1.577e-287	874
WP_209387870.1	WP_105980695.1	0.595	1272	513	0	1	1267	1	1272	0.0	1575
WP_209387873.1	WP_003178866.1	0.874	247	31	0	1	247	1	247	7.578e-145	449
WP_481748181.1	WP_025810711.1	0.754	457	111	0	1	452	15	471	6.4090000000000004e-223	686
WP_003153366.1	WP_020452015.1	0.607	112	44	0	1	112	1	112	4.865e-43	148
WP_003153957.1	WP_020451622.1	0.682	41	13	0	1	41	1	41	3.088e-14	61
WP_003154084.1	WP_035338708.1	0.666	222	73	0	27	248	7	225	1.1899999999999999e-89	290
WP_003154111.1	WP_020451464.1	0.895	182	19	0	1	181	1	182	4.585e-109	342
WP_003154135.1	WP_003181955.1	0.988	86	1	0	1	86	1	86	6.892e-50	166
WP_003154408.1	WP_025811370.1	0.659	91	30	0	1	91	1	88	7.066e-37	129
WP_003154568.1	WP_020451228.1	0.735	185	48	0	8	192	2	185	9.841e-90	287
WP_003154622.1	WP_020451191.1	0.798	154	31	0	1	154	1	153	6.957e-83	265
WP_007409455.1	WP_041817232.1	0.593	258	102	0	1	251	1	258	1.8449999999999999e-93	301
WP_007409783.1	WP_035338767.1	0.602	263	102	0	1	258	1	263	1.112e-102	328
WP_007409809.1	WP_025811418.1	0.818	193	35	0	1	193	2	194	1.356e-104	330
WP_007410064.1	WP_249726864.1	0.872	462	59	0	1	462	1	462	9.249999999999999e-277	842
WP_007410085.1	WP_020452875.1	0.645	110	38	0	1	110	1	109	5.901000000000001e-42	145
WP_007410417.1	WP_023855900.1	0.81	237	45	0	1	237	1	237	2.9559999999999998e-133	415
WP_007609271.1	WP_023856970.1	0.48	424	218	0	13	433	6	429	3.042e-141	449
WP_007611116.1	WP_020451215.1	0.798	154	31	0	2	155	3	156	2.062e-80	258
WP_007611262.1	WP_095290421.1	0.711	156	45	0	1	156	1	156	3.015e-78	252
WP_007611396.1	WP_020451374.1	0.868	282	37	0	1	282	1	282	5.470000000000001e-166	512
WP_014418922.1	WP_023856328.1	0.734	237	63	0	1	237	1	237	2.286e-111	352
WP_014418958.1	WP_025810299.1	0.844	316	49	0	1	316	1	316	1.0449999999999999e-175	542
WP_014418962.1	WP_026580149.1	0.662	323	108	0	1	321	1	323	3.7389999999999997e-146	457
WP_014418971.1	WP_023856356.1	0.825	252	44	0	1	252	1	252	4.912e-135	421
WP_014419187.1	WP_105979276.1	0.687	80	25	0	1	80	2	81	6.306e-33	117
WP_014419209.1	WP_020452697.1	0.592	309	125	0	1	309	1	308	1.448e-116	371
WP_014419228.1	WP_095291253.1	0.599	327	131	0	1	327	1	327	9.561999999999999e-139	436
WP_017419516.1	WP_020452713.1	0.689	187	58	0	1	187	1	187	1.305e-86	278
WP_021494194.1	WP_023855679.1	0.682	410	130	0	1	410	1	409	2.14e-188	584
WP_021494234.1	WP_023857434.1	0.545	266	117	0	1	258	1	266	1.229e-93	302
WP_021494710.1	WP_023856918.1	0.558	224	98	0	2	224	4	227	7.563e-82	266
WP_021494807.1	WP_023857069.1	0.64	284	102	0	1	284	1	284	9.021e-119	376
WP_021495256.1	WP_096748337.1	0.818	209	37	0	1	206	1	209	6.058e-110	346
WP_021495283.1	WP_023855223.1	0.376	206	127	0	3	208	5	209	1.0139999999999999e-44	159
WP_021495334.1	WP_025810877.1	0.662	430	145	0	1	430	1	429	7.869e-198	615
WP_088056325.1	WP_146874100.1	0.79	424	89	0	1	424	1	424	2.0820000000000002e-222	683
WP_088056443.1	WP_020452407.1	0.812	421	79	0	1	421	1	421	1.923e-240	735
WP_088056486.1	WP_035338653.1	0.688	234	73	0	1	234	1	234	5.918000000000001e-116	365
WP_088056573.1	WP_020451193.1	0.693	163	49	0	1	162	1	163	5.859999999999999e-73	237
WP_095061648.1	WP_026578978.1	0.708	254	74	0	1	254	1	254	5.58e-126	395
WP_095270539.1	WP_249726853.1	0.454	369	200	0	2	370	4	371	2.862e-109	353
WP_095270733.1	WP_020451163.1	0.538	104	47	0	1	103	7	110	4.428000000000001e-31	113
WP_095273133.1	WP_059231859.1	0.781	247	53	0	1	247	1	245	9.425000000000001e-126	394
WP_007408297.1	WP_023855220.1	0.73	193	52	0	1	193	1	193	9.356e-99	313
WP_007408767.1	WP_025811755.1	0.281	96	65	0	7	102	5	95	5.265e-07	44
WP_007408801.1	WP_020450853.1	0.566	417	180	0	1	416	1	417	5.537e-166	520
WP_007409110.1	WP_003180619.1	0.817	192	35	0	1	192	1	192	3.15e-110	346
WP_007409122.1	WP_003180588.1	0.884	312	36	0	1	312	1	312	3.791e-185	569
WP_007409140.1	WP_020450917.1	0.623	255	96	0	1	255	1	255	1.504e-106	339
WP_007409471.1	WP_020451942.1	0.85	255	38	0	1	255	1	255	1.056e-153	475
WP_007409527.1	WP_212110764.1	0.652	161	55	0	1	160	1	161	5.1019999999999996e-73	237
WP_007409813.1	WP_020451447.1	0.746	241	61	0	1	241	1	241	1.194e-119	376
WP_007409906.1	WP_095291183.1	0.79	248	52	0	1	248	13	260	4.277e-135	421
WP_014417202.1	WP_463315712.1	0.742	260	67	0	1	260	1	260	7.423e-136	424
WP_014417231.1	WP_023856369.1	0.704	159	47	0	1	159	1	159	2.4110000000000003e-72	235
WP_014417385.1	WP_023856626.1	0.572	201	85	0	1	201	1	200	2.954e-73	240
WP_014417415.1	WP_011197767.1	0.921	330	26	0	1	330	1	330	8.191e-203	621
WP_014417435.1	WP_003180698.1	0.425	102	57	0	1	100	1	102	1.0549999999999999e-22	89
WP_014417696.1	WP_020451269.1	0.725	401	110	0	1	401	1	401	3.303e-197	609
WP_014417705.1	WP_009328559.1	0.733	90	24	0	1	90	1	90	8.54e-42	143
WP_014417793.1	WP_035338749.1	0.869	346	45	0	1	346	1	346	7.737e-203	622
WP_014417831.1	WP_026579702.1	0.706	132	38	0	3	134	2	132	6.991e-65	212
WP_014418166.1	WP_020451893.1	0.591	218	89	0	1	218	1	218	9.286999999999999e-88	283
WP_029973341.1	WP_023855481.1	0.77	275	63	0	1	275	1	275	3.174e-143	446
